,Gender,Event,Location,Year,Medal,Name,Nationality,Result,Type,Clean_Result
996,M,800M,Los Angeles,1984,B,Earl JONES,USA,01:43.8,seconds,103.8
946,W,800M,Barcelona,1992,G,Ellen VAN LANGEN,NED,01:55.5,seconds,115.5
948,W,800M,Barcelona,1992,S,Liliya NURUTDINOVA,EUN,01:56.0,seconds,116.0
959,W,800M,Barcelona,1992,B,Ana Fidelia QUIROT,CUB,01:56.8,seconds,116.8
994,M,800M,Barcelona,1992,G,William TANUI,KEN,01:43.7,seconds,103.7
995,M,800M,Barcelona,1992,S,Nixon KIPROTICH,KEN,01:43.7,seconds,103.7
998,M,800M,Barcelona,1992,B,Johnny GRAY,USA,01:44.0,seconds,104.0
964,W,800M,Atlanta,1996,G,Svetlana MASTERKOVA,RUS,01:57.7,seconds,117.7
965,W,800M,Atlanta,1996,S,Ana Fidelia QUIROT,CUB,01:58.1,seconds,118.1
969,W,800M,Atlanta,1996,B,Maria MUTOLA,MOZ,01:58.7,seconds,118.7
986,M,800M,Atlanta,1996,G,VebjÃ¸rn RODAL,NOR,01:42.6,seconds,102.6
988,M,800M,Atlanta,1996,S,Hezekiel SEPENG,RSA,01:42.7,seconds,102.7
989,M,800M,Atlanta,1996,B,Fred ONYANCHA,KEN,01:42.8,seconds,102.8
950,W,800M,Sydney,2000,G,Maria MUTOLA,MOZ,01:56.2,seconds,116.2
956,W,800M,Sydney,2000,S,Stephanie GRAF,AUT,01:56.6,seconds,116.6
958,W,800M,Sydney,2000,B,Kelly HOLMES,GBR,01:56.8,seconds,116.8
1008,M,800M,Sydney,2000,G,Nils SCHUMANN,GER,01:45.1,seconds,105.1
1010,M,800M,Sydney,2000,S,Wilson KIPKETER,DEN,01:45.1,seconds,105.1
1011,M,800M,Sydney,2000,B,Djabir SAID GUERNI,ALG,01:45.2,seconds,105.2
952,W,800M,Athens,2004,G,Kelly HOLMES,GBR,01:56.4,seconds,116.4
953,W,800M,Athens,2004,S,Hasna BENHASSI,MAR,01:56.4,seconds,116.4
954,W,800M,Athens,2004,B,Jolanda CEPLAK,SLO,01:56.4,seconds,116.4
1001,M,800M,Athens,2004,G,Yuriy BORZAKOVSKIY,RUS,01:44.5,seconds,104.5
1003,M,800M,Athens,2004,S,Mbulaeni MULAUDZI,RSA,01:44.6,seconds,104.6
1005,M,800M,Athens,2004,B,Wilson KIPKETER,DEN,01:44.7,seconds,104.7
940,W,800M,Beijing,2008,G,Pamela JELIMO,KEN,01:54.9,seconds,114.9
949,W,800M,Beijing,2008,S,Janeth Jepkosgei BUSIENEI,KEN,01:56.1,seconds,116.1
957,W,800M,Beijing,2008,B,Hasna BENHASSI,MAR,01:56.7,seconds,116.7
1004,M,800M,Beijing,2008,G,Wilfred BUNGEI,KEN,01:44.7,seconds,104.7
1006,M,800M,Beijing,2008,S,Ismail Ahmed ISMAIL,SUD,01:44.7,seconds,104.7
1007,M,800M,Beijing,2008,B,Alfred Kirwa YEGO,KEN,01:44.8,seconds,104.8
951,W,800M,London,2012,G,Mariya SAVINOVA,RUS,01:56.2,seconds,116.2
961,W,800M,London,2012,S,Caster SEMENYA,RSA,01:57.2,seconds,117.2
962,W,800M,London,2012,B,Ekaterina POISTOGOVA,RUS,01:57.5,seconds,117.5
982,M,800M,London,2012,G,David Lekuta RUDISHA,KEN,01:40.9,seconds,100.9
983,M,800M,London,2012,S,Nijel AMOS,BOT,01:41.7,seconds,101.7
985,M,800M,London,2012,B,Timothy KITUM,KEN,01:42.5,seconds,102.5
943,W,800M,Rio,2016,G,Caster SEMENYA,RSA,01:55.3,seconds,115.3
955,W,800M,Rio,2016,S,Francine NIYONSABA,BDI,01:56.5,seconds,116.5
960,W,800M,Rio,2016,B,Margaret Nyairera WAMBUI,KEN,01:56.9,seconds,116.9
984,M,800M,Rio,2016,G,David Lekuta RUDISHA,KEN,01:42.2,seconds,102.2
987,M,800M,Rio,2016,S,Taoufik MAKHLOUFI,ALG,01:42.6,seconds,102.6
990,M,800M,Rio,2016,B,Clayton MURPHY,USA,01:42.9,seconds,102.9
863,M,Decathlon,St Louis,1904,B,Truxtun HARE,USA,5813,points,5813
864,M,Decathlon,St Louis,1904,S,Adam GUNN,USA,5907,points,5907
865,M,Decathlon,St Louis,1904,G,Thomas Francis KIELY,GBR,6036,points,6036
876,M,Decathlon,Stockholm,1912,B,GÃ¶sta HOLMER,SWE,7347.855,points,7347.855
878,M,Decathlon,Stockholm,1912,S,Charles LOMBERG,SWE,7413.51,points,7413.51
883,M,Decathlon,Stockholm,1912,G,Hugo WIESLANDER,SWE,7724.495,points,7724.495
912,M,Decathlon,Stockholm,1912,G,Jim THORPE,USA,8412.955,points,8412.955
866,M,Decathlon,Antwerp,1920,B,Bertil OHLSON,SWE,6580.03,points,6580.03
867,M,Decathlon,Antwerp,1920,S,Brutus HAMILTON,USA,6771.085,points,6771.085
869,M,Decathlon,Antwerp,1920,G,Helge LÃVLAND,NOR,6803.355,points,6803.355
875,M,Decathlon,Paris,1924,B,Alexander KLUMBERG-KOLMPERE,EST,7329.33,points,7329.33
877,M,Decathlon,Paris,1924,S,Emerson NORTON,USA,7350.895,points,7350.895
884,M,Decathlon,Paris,1924,G,Harold OSBORN,USA,7740.775,points,7740.775
882,M,Decathlon,Amsterdam,1928,B,John Kenneth DOHERTY,USA,7706.65,points,7706.65
891,M,Decathlon,Amsterdam,1928,S,Aki JÃRVINEN,FIN,7931.5,points,7931.5
896,M,Decathlon,Amsterdam,1928,G,Paavo YRJÃLÃ,FIN,8053.29,points,8053.29
894,M,Decathlon,Los Angeles,1932,B,Wolrad EBERLE,GER,8030.805,points,8030.805
901,M,Decathlon,Los Angeles,1932,S,Aki JÃRVINEN,FIN,8292.48,points,8292.48
914,M,Decathlon,Los Angeles,1932,G,Jim BAUSCH,USA,8462.235,points,8462.235
874,M,Decathlon,Berlin,1936,B,Jack PARKER,USA,7275,points,7275
881,M,Decathlon,Berlin,1936,S,Robert Hyatt CLARK,USA,7601,points,7601
890,M,Decathlon,Berlin,1936,G,Glenn MORRIS,USA,7900,points,7900
870,M,Decathlon,London,1948,B,Floyd SIMMONS,USA,6950,points,6950
871,M,Decathlon,London,1948,S,Ignace HEINRICH,FRA,6974,points,6974
873,M,Decathlon,London,1948,G,Bob MATHIAS,USA,7139,points,7139
868,M,Decathlon,Helsinki,1952,B,Floyd SIMMONS,USA,6788,points,6788
872,M,Decathlon,Helsinki,1952,S,Milton Gray CAMPBELL,USA,6975,points,6975
888,M,Decathlon,Helsinki,1952,G,Bob MATHIAS,USA,7887,points,7887
879,M,Decathlon,Melbourne / Stockholm,1956,B,Vasily KUZNETSOV,URS,7465,points,7465
880,M,Decathlon,Melbourne / Stockholm,1956,S,Rafer JOHNSON,USA,7587,points,7587
892,M,Decathlon,Melbourne / Stockholm,1956,G,Milton Gray CAMPBELL,USA,7937,points,7937
885,M,Decathlon,Rome,1960,B,Vasily KUZNETSOV,URS,7809,points,7809
905,M,Decathlon,Rome,1960,S,Chuan-Kwang YANG,TPE,8334,points,8334
907,M,Decathlon,Rome,1960,G,Rafer JOHNSON,USA,8392,points,8392
886,M,Decathlon,Tokyo,1964,B,Hans-Joachim WALDE,EUA,7809,points,7809
887,M,Decathlon,Tokyo,1964,S,Rein AUN,URS,7842,points,7842
889,M,Decathlon,Tokyo,1964,G,Willi HOLDORF,EUA,7887,points,7887
897,M,Decathlon,Mexico,1968,B,Kurt BENDLIN,FRG,8064,points,8064
898,M,Decathlon,Mexico,1968,S,Hans-Joachim WALDE,FRG,8111,points,8111
900,M,Decathlon,Mexico,1968,G,Bill TOOMEY,USA,8193,points,8193
893,M,Decathlon,Munich,1972,B,Ryszard KATUS,POL,7984,points,7984
895,M,Decathlon,Munich,1972,S,Leonid LITVINENKO,URS,8035,points,8035
913,M,Decathlon,Munich,1972,G,Nikolay AVILOV,URS,8454,points,8454
906,M,Decathlon,Montreal,1976,B,Nikolay AVILOV,URS,8369,points,8369
909,M,Decathlon,Montreal,1976,S,Guido KRATSCHMER,FRG,8411,points,8411
923,M,Decathlon,Montreal,1976,G,Bruce JENNER,USA,8618,points,8618
899,M,Decathlon,Moscow,1980,B,Sergei ZHELANOV,URS,8135,points,8135
904,M,Decathlon,Moscow,1980,S,Yuri KUTSENKO,URS,8331,points,8331
916,M,Decathlon,Moscow,1980,G,Daley THOMPSON,GBR,8495,points,8495
911,M,Decathlon,Los Angeles,1984,B,Siegfried WENTZ,FRG,8412,points,8412
928,M,Decathlon,Los Angeles,1984,S,JÃ¼rgen HINGSEN,FRG,8673,points,8673
932,M,Decathlon,Los Angeles,1984,G,Daley THOMPSON,GBR,8798,points,8798
903,M,Decathlon,Seoul,1988,B,Dave STEEN,CAN,8328,points,8328
908,M,Decathlon,Seoul,1988,S,Torsten VOSS,GDR,8399,points,8399
915,M,Decathlon,Seoul,1988,G,Christian SCHENK,GDR,8488,points,8488
902,M,Decathlon,Barcelona,1992,B,Dave JOHNSON,USA,8309,points,8309
910,M,Decathlon,Barcelona,1992,S,Antonio PENALVER ASENSIO,ESP,8412,points,8412
922,M,Decathlon,Barcelona,1992,G,Robert ZMELÃK,TCH,8611,points,8611
925,M,Decathlon,Atlanta,1996,B,TomÃ¡? DVORÃK,CZE,8664,points,8664
929,M,Decathlon,Atlanta,1996,S,Frank BUSEMANN,GER,8706,points,8706
934,M,Decathlon,Atlanta,1996,G,Dan O'BRIEN,USA,8824,points,8824
920,M,Decathlon,Sydney,2000,B,Chris HUFFINS,USA,8595,points,8595
921,M,Decathlon,Sydney,2000,S,Roman SEBRLE,CZE,8606,points,8606
924,M,Decathlon,Sydney,2000,G,Erki NOOL,EST,8641,points,8641
930,M,Decathlon,Athens,2004,B,Dmitriy KARPOV,KAZ,8725,points,8725
933,M,Decathlon,Athens,2004,S,Bryan CLAY,USA,8820,points,8820
938,M,Decathlon,Athens,2004,G,Roman SEBRLE,CZE,8893,points,8893
918,M,Decathlon,Beijing,2008,B,Leonel SUAREZ,CUB,8527,points,8527
919,M,Decathlon,Beijing,2008,S,Andrei KRAUCHANKA,BLR,8551,points,8551
931,M,Decathlon,Beijing,2008,G,Bryan CLAY,USA,8791,points,8791
917,M,Decathlon,London,2012,B,Leonel SUAREZ,CUB,8523,points,8523
927,M,Decathlon,London,2012,S,Trey HARDEE,USA,8671,points,8671
936,M,Decathlon,London,2012,G,Ashton EATON,USA,8869,points,8869
926,M,Decathlon,Rio,2016,B,Damian WARNER,CAN,8666,points,8666
935,M,Decathlon,Rio,2016,S,Kevin MAYER,FRA,8834,points,8834
937,M,Decathlon,Rio,2016,G,Ashton EATON,USA,8893,points,8893
803,M,Discus Throw,Athens,1896,B,Sotirios VERSIS,GRE,28.78,meters,28.78
804,M,Discus Throw,Athens,1896,S,Panagiotis PARASKEVOPOULOS,GRE,28.95,meters,28.95
805,M,Discus Throw,Athens,1896,G,Robert GARRETT,USA,29.15,meters,29.15
806,M,Discus Throw,St Louis,1904,B,Nikolaos GEORGANTAS,GRE,37.68,meters,37.68
807,M,Discus Throw,St Louis,1904,G,Martin SHERIDAN,USA,39.28,meters,39.28
808,M,Discus Throw,St Louis,1904,S,Ralph ROSE,USA,39.28,meters,39.28
809,M,Discus Throw,London,1908,B,Marquis Franklin HORR,USA,39.45,meters,39.45
810,M,Discus Throw,London,1908,S,Merritt GIFFIN,USA,40.7,meters,40.7
811,M,Discus Throw,London,1908,G,Martin SHERIDAN,USA,40.89,meters,40.89
812,M,Discus Throw,Stockholm,1912,B,James DUNCAN,USA,42.28,meters,42.28
813,M,Discus Throw,Stockholm,1912,S,Richard Leslie BYRD,USA,42.32,meters,42.32
816,M,Discus Throw,Stockholm,1912,G,Armas TAIPALE,FIN,45.21,meters,45.21
814,M,Discus Throw,Paris,1924,B,Thomas LIEB,USA,44.83,meters,44.83
815,M,Discus Throw,Paris,1924,S,Vilho Aleksander NIITTYMAA,FIN,44.95,meters,44.95
817,M,Discus Throw,Paris,1924,G,Bud HOUSER,USA,46.155,meters,46.155
750,W,Discus Throw,Amsterdam,1928,B,Ruth SVEDBERG,SWE,35.92,meters,35.92
751,W,Discus Throw,Amsterdam,1928,S,Lillian COPELAND,USA,37.08,meters,37.08
753,W,Discus Throw,Amsterdam,1928,G,Halina KONOPACKA,POL,39.62,meters,39.62
752,W,Discus Throw,Los Angeles,1932,B,Jadwiga WAJS,POL,38.74,meters,38.74
755,W,Discus Throw,Los Angeles,1932,S,Ruth OSBURN,USA,40.12,meters,40.12
757,W,Discus Throw,Los Angeles,1932,G,Lillian COPELAND,USA,40.58,meters,40.58
818,M,Discus Throw,Los Angeles,1932,B,Paul WINTER,FRA,47.85,meters,47.85
819,M,Discus Throw,Los Angeles,1932,S,Henri LABORDE,USA,48.47,meters,48.47
820,M,Discus Throw,Los Angeles,1932,G,John ANDERSON,USA,49.49,meters,49.49
754,W,Discus Throw,Berlin,1936,B,Paula MOLLENHAUER,GER,39.8,meters,39.8
760,W,Discus Throw,Berlin,1936,S,Jadwiga WAJS,POL,46.22,meters,46.22
763,W,Discus Throw,Berlin,1936,G,Gisela MAUERMAYER,GER,47.63,meters,47.63
756,W,Discus Throw,London,1948,B,Jacqueline MAZEAS,FRA,40.47,meters,40.47
758,W,Discus Throw,London,1948,S,Edera CORDIALE-GENTILE,ITA,41.17,meters,41.17
759,W,Discus Throw,London,1948,G,Micheline OSTERMEYER,FRA,41.92,meters,41.92
761,W,Discus Throw,Helsinki,1952,B,Nina DUMBADZE,URS,46.29,meters,46.29
762,W,Discus Throw,Helsinki,1952,S,Yelizaveta BAGRYANTSEVA,URS,47.08,meters,47.08
764,W,Discus Throw,Helsinki,1952,G,Nina ROMASHKOVA,URS,51.42,meters,51.42
821,M,Discus Throw,Helsinki,1952,B,James DILLION,USA,53.28,meters,53.28
822,M,Discus Throw,Helsinki,1952,S,Adolfo CONSOLINI,ITA,53.78,meters,53.78
823,M,Discus Throw,Helsinki,1952,G,Sim INESS,USA,55.03,meters,55.03
765,W,Discus Throw,Rome,1960,B,Lia MANOLIU,ROU,52.36,meters,52.36
766,W,Discus Throw,Rome,1960,S,Tamara PRESS,URS,52.59,meters,52.59
768,W,Discus Throw,Rome,1960,G,Nina ROMASHKOVA,URS,55.1,meters,55.1
824,M,Discus Throw,Rome,1960,B,Richard COCHRAN,USA,57.16,meters,57.16
825,M,Discus Throw,Rome,1960,S,Rink BABKA,USA,58.02,meters,58.02
826,M,Discus Throw,Rome,1960,G,Al OERTER,USA,59.18,meters,59.18
769,W,Discus Throw,Tokyo,1964,B,Lia MANOLIU,ROU,56.97,meters,56.97
770,W,Discus Throw,Tokyo,1964,S,Ingrid LOTZ,EUA,57.21,meters,57.21
771,W,Discus Throw,Tokyo,1964,G,Tamara PRESS,URS,57.27,meters,57.27
827,M,Discus Throw,Tokyo,1964,B,David Lawson WEILL,USA,59.49,meters,59.49
828,M,Discus Throw,Tokyo,1964,S,LudvÃ­k DANEK,TCH,60.52,meters,60.52
829,M,Discus Throw,Tokyo,1964,G,Al OERTER,USA,61,meters,61
767,W,Discus Throw,Mexico,1968,B,Jolan KLEIBER-KONTSEK,HUN,54.9,meters,54.9
772,W,Discus Throw,Mexico,1968,S,Liesel WESTERMANN,FRG,57.76,meters,57.76
773,W,Discus Throw,Mexico,1968,G,Lia MANOLIU,ROU,58.28,meters,58.28
830,M,Discus Throw,Mexico,1968,B,LudvÃ­k DANEK,TCH,62.92,meters,62.92
831,M,Discus Throw,Mexico,1968,S,Lothar MILDE,GDR,63.08,meters,63.08
833,M,Discus Throw,Mexico,1968,G,Al OERTER,USA,64.78,meters,64.78
776,W,Discus Throw,Munich,1972,B,Vassilka STOEVA,BUL,64.34,meters,64.34
779,W,Discus Throw,Munich,1972,S,Argentina MENIS,ROU,65.06,meters,65.06
789,W,Discus Throw,Munich,1972,G,Faina MELNIK,URS,66.62,meters,66.62
837,M,Discus Throw,Montreal,1976,B,John POWELL,USA,65.7,meters,65.7
839,M,Discus Throw,Montreal,1976,S,Wolfgang SCHMIDT,GDR,66.22,meters,66.22
849,M,Discus Throw,Montreal,1976,G,Mac WILKINS,USA,67.5,meters,67.5
794,W,Discus Throw,Moscow,1980,B,Tatiana LESOVAIA,URS,67.4,meters,67.4
796,W,Discus Throw,Moscow,1980,S,Maria VERGOVA-PETKOVA,BUL,67.9,meters,67.9
801,W,Discus Throw,Moscow,1980,G,Evelin SCHLAAK-JAHL,GDR,69.96,meters,69.96
841,M,Discus Throw,Moscow,1980,B,Luis DELIS,CUB,66.32,meters,66.32
842,M,Discus Throw,Moscow,1980,S,Imrich BUGÃR,TCH,66.38,meters,66.38
845,M,Discus Throw,Moscow,1980,G,Viktor RASHCHUPKIN,URS,66.64,meters,66.64
775,W,Discus Throw,Los Angeles,1984,B,Florenta CRACIUNESCU,ROU,63.64,meters,63.64
778,W,Discus Throw,Los Angeles,1984,S,Leslie DENIZ,USA,64.86,meters,64.86
782,W,Discus Throw,Los Angeles,1984,G,Ria STALMAN,NED,65.36,meters,65.36
836,M,Discus Throw,Los Angeles,1984,B,John POWELL,USA,65.46,meters,65.46
840,M,Discus Throw,Los Angeles,1984,S,Mac WILKINS,USA,66.3,meters,66.3
843,M,Discus Throw,Los Angeles,1984,G,Rolf DANNEBERG,FRG,66.6,meters,66.6
786,W,Discus Throw,Barcelona,1992,B,Daniela COSTIAN,AUS,66.24,meters,66.24
795,W,Discus Throw,Barcelona,1992,S,Tsvetanka KHRISTOVA,BUL,67.78,meters,67.78
802,W,Discus Throw,Barcelona,1992,G,Maritza MARTEN,CUB,70.06,meters,70.06
832,M,Discus Throw,Barcelona,1992,B,Roberto MOYA,CUB,64.12,meters,64.12
834,M,Discus Throw,Barcelona,1992,S,JÃ¼rgen SCHULT,GER,64.94,meters,64.94
835,M,Discus Throw,Barcelona,1992,G,Romas UBARTAS,LTU,65.12,meters,65.12
783,W,Discus Throw,Atlanta,1996,B,Ellina ZVEREVA,BLR,65.64,meters,65.64
788,W,Discus Throw,Atlanta,1996,S,Natalya SADOVA,RUS,66.48,meters,66.48
800,W,Discus Throw,Atlanta,1996,G,Ilke WYLUDDA,GER,69.66,meters,69.66
838,M,Discus Throw,Atlanta,1996,B,Vasiliy KAPTYUKH,BLR,65.8,meters,65.8
844,M,Discus Throw,Atlanta,1996,S,Vladimir DUBROVSHCHIK,BLR,66.6,meters,66.6
861,M,Discus Throw,Atlanta,1996,G,Lars RIEDEL,GER,69.4,meters,69.4
780,W,Discus Throw,Sydney,2000,B,Iryna YATCHENKO,BLR,65.2,meters,65.2
784,W,Discus Throw,Sydney,2000,S,Anastasia KELESIDOU,GRE,65.71,meters,65.71
797,W,Discus Throw,Sydney,2000,G,Ellina ZVEREVA,BLR,68.4,meters,68.4
855,M,Discus Throw,Sydney,2000,B,Frantz KRUGER,RSA,68.19,meters,68.19
858,M,Discus Throw,Sydney,2000,S,Lars RIEDEL,GER,68.5,meters,68.5
860,M,Discus Throw,Sydney,2000,G,Virgilijus ALEKNA,LTU,69.3,meters,69.3
785,W,Discus Throw,Athens,2004,B,Vera POSPISILOVA-CECHLOVA,CZE,66.08,meters,66.08
790,W,Discus Throw,Athens,2004,S,Anastasia KELESIDOU,GRE,66.68,meters,66.68
792,W,Discus Throw,Athens,2004,G,Natalya SADOVA,RUS,67.02,meters,67.02
846,M,Discus Throw,Athens,2004,B,Aleksander TAMMERT,EST,66.66,meters,66.66
847,M,Discus Throw,Athens,2004,S,Zoltan KOVAGO,HUN,67.04,meters,67.04
862,M,Discus Throw,Athens,2004,G,Virgilijus ALEKNA,LTU,69.89,meters,69.89
774,W,Discus Throw,Beijing,2008,B,Olena ANTONOVA,UKR,62.59,meters,62.59
777,W,Discus Throw,Beijing,2008,G,Stephanie BROWN TRAFTON,USA,64.74,meters,64.74
851,M,Discus Throw,Beijing,2008,B,Virgilijus ALEKNA,LTU,67.79,meters,67.79
852,M,Discus Throw,Beijing,2008,S,Piotr MALACHOWSKI,POL,67.82,meters,67.82
859,M,Discus Throw,Beijing,2008,G,Gerd KANTER,EST,68.82,meters,68.82
787,W,Discus Throw,London,2012,B,Yarelys BARRIOS,CUB,66.38,meters,66.38
793,W,Discus Throw,London,2012,S,Yanfeng LI,CHN,67.22,meters,67.22
798,W,Discus Throw,London,2012,G,Sandra PERKOVIC,CRO,69.11,meters,69.11
853,M,Discus Throw,London,2012,B,Gerd KANTER,EST,68.03,meters,68.03
854,M,Discus Throw,London,2012,S,Ehsan HADADI,IRI,68.18,meters,68.18
856,M,Discus Throw,London,2012,G,Robert HARTING,GER,68.27,meters,68.27
781,W,Discus Throw,Rio,2016,B,Denia CABALLERO,CUB,65.34,meters,65.34
791,W,Discus Throw,Rio,2016,S,Melina ROBERT-MICHON,FRA,66.73,meters,66.73
799,W,Discus Throw,Rio,2016,G,Sandra PERKOVIC,CRO,69.21,meters,69.21
848,M,Discus Throw,Rio,2016,B,Daniel JASINSKI,GER,67.05,meters,67.05
850,M,Discus Throw,Rio,2016,S,Piotr MALACHOWSKI,POL,67.55,meters,67.55
857,M,Discus Throw,Rio,2016,G,Christoph HARTING,GER,68.37,meters,68.37
696,M,Hammer Throw,Paris,1900,B,Josiah MCCRACKEN,USA,43.58,meters,43.58
698,M,Hammer Throw,Paris,1900,S,Truxtun HARE,USA,46.26,meters,46.26
706,M,Hammer Throw,Paris,1900,G,John FLANAGAN,USA,51.01,meters,51.01
697,M,Hammer Throw,St Louis,1904,B,Ralph ROSE,USA,45.73,meters,45.73
703,M,Hammer Throw,St Louis,1904,S,John DEWITT,USA,50.26,meters,50.26
708,M,Hammer Throw,St Louis,1904,G,John FLANAGAN,USA,51.23,meters,51.23
701,M,Hammer Throw,London,1908,B,Cornelius WALSH,CAN,48.51,meters,48.51
707,M,Hammer Throw,London,1908,S,Matt MCGRATH,USA,51.18,meters,51.18
709,M,Hammer Throw,London,1908,G,John FLANAGAN,USA,51.92,meters,51.92
699,M,Hammer Throw,Stockholm,1912,B,Clarence CHILDS,USA,48.17,meters,48.17
700,M,Hammer Throw,Stockholm,1912,S,Duncan GILLIS,CAN,48.39,meters,48.39
713,M,Hammer Throw,Stockholm,1912,G,Matt MCGRATH,USA,54.74,meters,54.74
702,M,Hammer Throw,Paris,1924,B,Malcolm NOKES,GBR,48.875,meters,48.875
705,M,Hammer Throw,Paris,1924,S,Matt MCGRATH,USA,50.84,meters,50.84
711,M,Hammer Throw,Paris,1924,G,Fred TOOTELL,USA,53.295,meters,53.295
704,M,Hammer Throw,Los Angeles,1932,B,Peter ZAREMBA,USA,50.33,meters,50.33
710,M,Hammer Throw,Los Angeles,1932,S,Ville PÃRHÃLÃ,FIN,52.27,meters,52.27
712,M,Hammer Throw,Los Angeles,1932,G,Patrick O'CALLAGHAN,IRL,53.92,meters,53.92
714,M,Hammer Throw,Helsinki,1952,B,Imre NÃMETH,HUN,57.74,meters,57.74
715,M,Hammer Throw,Helsinki,1952,S,Karl STORCH,GER,58.86,meters,58.86
716,M,Hammer Throw,Helsinki,1952,G,JÃ³zsef CSERMÃK,HUN,60.34,meters,60.34
717,M,Hammer Throw,Rome,1960,B,Tadeusz RUT,POL,65.64,meters,65.64
718,M,Hammer Throw,Rome,1960,S,Gyula ZSIVÃTZKY,HUN,65.79,meters,65.79
719,M,Hammer Throw,Rome,1960,G,Vasili RUDENKOV,URS,67.1,meters,67.1
720,M,Hammer Throw,Tokyo,1964,B,Uwe BEYER,EUA,68.09,meters,68.09
721,M,Hammer Throw,Tokyo,1964,S,Gyula ZSIVÃTZKY,HUN,69.09,meters,69.09
722,M,Hammer Throw,Tokyo,1964,G,Romuald KLIM,URS,69.74,meters,69.74
723,M,Hammer Throw,Montreal,1976,B,Anatoli BONDARCHUK,URS,75.48,meters,75.48
724,M,Hammer Throw,Montreal,1976,S,Aleksei SPIRIDONOV,URS,76.08,meters,76.08
725,M,Hammer Throw,Montreal,1976,G,Yuri SEDYKH,URS,77.52,meters,77.52
730,M,Hammer Throw,Moscow,1980,B,Yuri TAMM,URS,78.96,meters,78.96
739,M,Hammer Throw,Moscow,1980,S,Sergey LITVINOV,URS,80.64,meters,80.64
745,M,Hammer Throw,Moscow,1980,G,Yuri SEDYKH,URS,81.8,meters,81.8
742,M,Hammer Throw,Barcelona,1992,B,Igor NIKULIN,EUN,81.38,meters,81.38
746,M,Hammer Throw,Barcelona,1992,S,Igor ASTAPKOVICH,EUN,81.96,meters,81.96
748,M,Hammer Throw,Barcelona,1992,G,Andrey ABDUVALIEV,EUN,82.54,meters,82.54
736,M,Hammer Throw,Atlanta,1996,B,Oleksiy KRYKUN,UKR,80.02,meters,80.02
737,M,Hammer Throw,Atlanta,1996,B,Oleksandr KRYKUN,UKR,80.02,meters,80.02
740,M,Hammer Throw,Atlanta,1996,S,Lance Earl DEAL,USA,81.12,meters,81.12
741,M,Hammer Throw,Atlanta,1996,G,BalÃ¡zs KISS,HUN,81.24,meters,81.24
682,W,Hammer Throw,Sydney,2000,B,Kirsten MÃNCHOW,GER,69.28,meters,69.28
683,W,Hammer Throw,Sydney,2000,S,Olga KUZENKOVA,RUS,69.77,meters,69.77
684,W,Hammer Throw,Sydney,2000,G,Kamila SKOLIMOWSKA,POL,71.16,meters,71.16
731,M,Hammer Throw,Sydney,2000,B,Igor ASTAPKOVICH,BLR,79.17,meters,79.17
734,M,Hammer Throw,Sydney,2000,S,Nicola VIZZONI,ITA,79.64,meters,79.64
735,M,Hammer Throw,Sydney,2000,G,Szymon ZIOLKOWSKI,POL,80.02,meters,80.02
686,W,Hammer Throw,Athens,2004,B,Yunaika CRAWFORD,CUB,73.16,meters,73.16
687,W,Hammer Throw,Athens,2004,S,Yipsi MORENO,CUB,73.36,meters,73.36
690,W,Hammer Throw,Athens,2004,G,Olga KUZENKOVA,RUS,75.02,meters,75.02
733,M,Hammer Throw,Athens,2004,B,Esref APAK,TUR,79.51,meters,79.51
749,M,Hammer Throw,Athens,2004,G,Koji MUROFUSHI,JPN,82.91,meters,82.91
685,W,Hammer Throw,Beijing,2008,B,Manuela MONTEBRUN,FRA,72.54,meters,72.54
688,W,Hammer Throw,Beijing,2008,S,Wenxiu ZHANG,CHN,74.32,meters,74.32
691,W,Hammer Throw,Beijing,2008,G,Yipsi MORENO,CUB,75.2,meters,75.2
743,M,Hammer Throw,Beijing,2008,B,Ivan TSIKHAN,BLR,81.51,meters,81.51
744,M,Hammer Throw,Beijing,2008,S,Vadim DEVYATOVSKIY,BLR,81.61,meters,81.61
747,M,Hammer Throw,Beijing,2008,G,Primoz KOZMUS,SLO,82.02,meters,82.02
693,W,Hammer Throw,London,2012,B,Betty HEIDLER,GER,77.13,meters,77.13
694,W,Hammer Throw,London,2012,S,Anita WLODARCZYK,POL,77.6,meters,77.6
729,M,Hammer Throw,London,2012,B,Koji MUROFUSHI,JPN,78.71,meters,78.71
732,M,Hammer Throw,London,2012,S,Primoz KOZMUS,SLO,79.36,meters,79.36
738,M,Hammer Throw,London,2012,G,Krisztian PARS,HUN,80.59,meters,80.59
689,W,Hammer Throw,Rio,2016,B,Sophie HITCHON,GBR,74.54,meters,74.54
692,W,Hammer Throw,Rio,2016,S,Wenxiu ZHANG,CHN,76.75,meters,76.75
695,W,Hammer Throw,Rio,2016,G,Anita WLODARCZYK,POL,82.29,meters,82.29
726,M,Hammer Throw,Rio,2016,B,Wojciech NOWICKI,POL,77.73,meters,77.73
727,M,Hammer Throw,Rio,2016,S,Ivan TSIKHAN,BLR,77.79,meters,77.79
728,M,Hammer Throw,Rio,2016,G,Dilshod NAZAROV,TJK,78.68,meters,78.68
